guesses,clues,boards
"['pitch', 'row']",ball,"green: ['genius', 'millionaire', 'spy', 'pitch', 'centaur', 'bond', 'racket', 'sound'], black: ['row', 'center', 'war'], tan: ['leprechaun', 'green', 'boom', 'superhero', 'press', 'drop', 'force', 'disease', 'soul', 'death', 'draft', 'life', 'king']"
"['spring', 'change']",season,"green: ['cover', 'strike', 'mine', 'spring', 'angel', 'undertaker', 'green', 'mount'], black: ['poison', 'part', 'novel'], tan: ['vacuum', 'agent', 'code', 'capital', 'press', 'change', 'charge', 'figure', 'drop', 'wake', 'conductor', 'leprechaun', 'degree']"
"['charge', 'code']",computer,"green: ['strike', 'mine', 'code', 'press', 'charge', 'part', 'conductor'], black: ['angel', 'drop', 'novel'], tan: ['agent', 'cover', 'poison', 'change', 'figure', 'undertaker', 'wake', 'leprechaun', 'green', 'degree', 'mount', 'time']"
"['conductor', 'press']",railroad,"green: ['strike', 'press', 'part', 'conductor'], black: ['angel', 'drop', 'novel'], tan: ['agent', 'cover', 'poison', 'change', 'figure', 'undertaker', 'wake', 'leprechaun', 'green', 'degree', 'mount', 'time']"
"['date', 'luck']",17th,"green: ['ninja', 'date', 'fighter', 'plot', 'draft', 'sound', 'luck', 'mount'], black: ['center', 'death', 'spell'], tan: ['point', 'comic', 'sub', 'switch', 'light', 'charge', 'fair', 'degree', 'mass', 'mine', 'scientist', 'pitch', 'cold']"
"['fighter', 'ninja']",kick,"green: ['ninja', 'fighter', 'plot', 'draft', 'sound', 'mount'], black: ['center', 'death', 'spell'], tan: ['point', 'comic', 'sub', 'switch', 'light', 'charge', 'fair', 'degree', 'mass', 'mine', 'scientist', 'pitch', 'cold']"
"['draft', 'plot']",plan,"green: ['plot', 'draft', 'sound', 'mount'], black: ['center', 'death', 'spell'], tan: ['point', 'comic', 'sub', 'switch', 'light', 'charge', 'fair', 'degree', 'mass', 'mine', 'scientist', 'pitch', 'cold']"
"['cold', 'degree']",hypothermia,"green: ['date', 'comic', 'sub', 'death', 'mine', 'scientist', 'mount', 'cold'], black: ['point', 'ninja', 'center'], tan: ['switch', 'light', 'charge', 'fighter', 'fair', 'degree', 'plot', 'mass', 'spell', 'draft', 'sound', 'pitch', 'luck']"
"['sub', 'death']",food,"green: ['comic', 'sub', 'death', 'mine', 'scientist', 'mount'], black: ['point', 'ninja', 'center'], tan: ['switch', 'light', 'charge', 'fighter', 'fair', 'plot', 'mass', 'spell', 'draft', 'sound', 'pitch', 'luck']"
"['round', 'fall']",boxing,"green: ['air', 'row', 'round', 'lap', 'tag', 'cover'], black: ['scientist', 'contract', 'soul'], tan: ['spot', 'fair', 'death', 'superhero', 'cast', 'cycle', 'code', 'vacuum', 'day', 'green', 'lead', 'fall', 'plot']"
"['death', 'soul']",reaper,"green: ['fair', 'death', 'check', 'day', 'green', 'fall', 'soul', 'cover'], black: ['scientist', 'cast', 'lap'], tan: ['spot', 'air', 'superhero', 'row', 'cycle', 'round', 'code', 'vacuum', 'contract', 'centaur', 'lead', 'plot', 'tag']"
"['check', 'day', 'green']",pay,"green: ['fair', 'check', 'day', 'green', 'fall', 'cover'], black: ['scientist', 'cast', 'lap'], tan: ['spot', 'air', 'superhero', 'row', 'cycle', 'round', 'code', 'vacuum', 'contract', 'centaur', 'lead', 'plot', 'tag']"
"['cover', 'lap']",blanket,"green: ['fair', 'fall', 'cover'], black: ['scientist', 'cast', 'lap'], tan: ['spot', 'air', 'superhero', 'row', 'cycle', 'round', 'code', 'vacuum', 'contract', 'centaur', 'lead', 'plot', 'tag']"
"['luck', 'millionaire']",lottery,"green: ['green', 'degree', 'tag', 'luck', 'code', 'millionaire', 'cycle', 'superhero', 'scientist'], black: ['mount', 'pass', 'poison'], tan: ['play', 'unicorn', 'club', 'life', 'centaur', 'boom', 'slip', 'lap', 'ghost', 'crash', 'racket', 'mammoth', 'change']"
"['green', 'superhero']",hulk,"green: ['green', 'degree', 'tag', 'cycle', 'superhero', 'scientist'], black: ['mount', 'pass', 'poison'], tan: ['play', 'unicorn', 'club', 'life', 'centaur', 'boom', 'slip', 'lap', 'ghost', 'crash', 'racket', 'mammoth', 'change']"
"['code', 'scientist']",computer,"green: ['green', 'unicorn', 'club', 'life', 'slip', 'code', 'crash', 'poison'], black: ['mount', 'boom', 'superhero'], tan: ['play', 'degree', 'tag', 'centaur', 'lap', 'pass', 'ghost', 'racket', 'millionaire', 'cycle', 'mammoth', 'scientist', 'change']"
"['life', 'poison', 'crash']",death,"green: ['unicorn', 'club', 'life', 'slip', 'crash', 'poison'], black: ['mount', 'boom', 'superhero'], tan: ['play', 'degree', 'tag', 'centaur', 'lap', 'pass', 'ghost', 'racket', 'millionaire', 'cycle', 'mammoth', 'change']"
"['state', 'capital']",location,"green: ['field', 'tag', 'state', 'switch', 'capital', 'cycle'], black: ['strike', 'fair', 'check'], tan: ['millionaire', 'charge', 'mount', 'code', 'mammoth', 'plot', 'bond', 'row', 'life', 'witch', 'grace', 'cold']"
"['millionaire', 'superhero', 'point']",rich,"green: ['unicorn', 'millionaire', 'row', 'green', 'center', 'spy', 'mammoth', 'superhero', 'match'], black: ['centaur', 'pass', 'charge'], tan: ['leprechaun', 'mass', 'capital', 'light', 'cycle', 'soul', 'death', 'air', 'change', 'beat', 'point', 'drop', 'spring']"
"['green', 'cycle']",field,"green: ['unicorn', 'row', 'green', 'center', 'spy', 'mammoth', 'match'], black: ['centaur', 'pass', 'charge'], tan: ['leprechaun', 'mass', 'capital', 'light', 'cycle', 'soul', 'death', 'air', 'change', 'beat', 'drop', 'spring']"
"['mammoth', 'match', 'change']",elephant,"green: ['unicorn', 'row', 'center', 'spy', 'mammoth', 'match'], black: ['centaur', 'pass', 'charge'], tan: ['leprechaun', 'mass', 'capital', 'light', 'soul', 'death', 'air', 'change', 'beat', 'drop', 'spring']"
"['spy', 'charge']",007,"green: ['unicorn', 'center', 'spy'], black: ['centaur', 'pass', 'charge'], tan: ['leprechaun', 'mass', 'capital', 'light', 'soul', 'death', 'air', 'beat', 'drop', 'spring']"
"['capital', 'row']",headquarters,"green: ['leprechaun', 'capital', 'light', 'row', 'center', 'spy', 'centaur'], black: ['millionaire', 'spring', 'pass'], tan: ['unicorn', 'cycle', 'soul', 'air', 'change', 'beat', 'green', 'point', 'mammoth', 'charge', 'superhero', 'match']"
"['boom', 'death']",explosion,"green: ['boom', 'novel', 'death', 'cycle', 'genius', 'drop', 'fighter', 'roulette'], black: ['comic', 'force', 'compound'], tan: ['pitch', 'unicorn', 'match', 'pass', 'strike', 'conductor', 'soul', 'date', 'light', 'state', 'capital', 'draft', 'row']"
"['draft', 'war']",recruitment,"green: ['draft', 'drop', 'war', 'alien', 'millionaire', 'opera', 'figure'], black: ['compound', 'spy', 'vacuum'], tan: ['air', 'genius', 'march', 'lap', 'fall', 'point', 'spot', 'mine', 'strike', 'undertaker', 'press', 'force', 'cycle']"
"['opera', 'millionaire']",fancy,"green: ['drop', 'millionaire', 'opera', 'figure'], black: ['compound', 'spy', 'vacuum'], tan: ['air', 'genius', 'march', 'lap', 'fall', 'point', 'spot', 'mine', 'strike', 'undertaker', 'press', 'force', 'cycle']"
"['scientist', 'undertaker', 'spy']",occupation,"green: ['alien', 'lap', 'spy', 'mine', 'strike', 'undertaker', 'scientist', 'force', 'figure'], black: ['war', 'compound', 'spot'], tan: ['draft', 'drop', 'air', 'millionaire', 'genius', 'march', 'degree', 'opera', 'fall', 'point', 'press', 'cycle', 'vacuum']"
"['strike', 'force']",attack,"green: ['lap', 'strike', 'force', 'figure'], black: ['war', 'compound', 'spot'], tan: ['draft', 'drop', 'air', 'millionaire', 'genius', 'march', 'degree', 'opera', 'fall', 'point', 'press', 'cycle', 'vacuum']"
"['sub', 'code']",underground,"green: ['charge', 'code', 'slip', 'compound', 'sub', 'unicorn'], black: ['beat', 'contract', 'ray'], tan: ['plot', 'ghost', 'vacuum', 'angel', 'fall', 'draft', 'air', 'grace', 'center', 'club', 'luck', 'alien']"
"['trip', 'club']",vacation,"green: ['spot', 'code', 'angel', 'fall', 'ray', 'trip', 'draft', 'air'], black: ['plot', 'charge', 'beat'], tan: ['ghost', 'vacuum', 'capital', 'slip', 'contract', 'compound', 'sub', 'unicorn', 'grace', 'center', 'club', 'luck', 'alien']"
"['fall', 'air']",trees,"green: ['spot', 'angel', 'fall', 'ray', 'draft', 'air'], black: ['plot', 'charge', 'beat'], tan: ['ghost', 'vacuum', 'capital', 'slip', 'contract', 'compound', 'sub', 'unicorn', 'grace', 'center', 'luck', 'alien']"
"['millionaire', 'plot', 'drop']",money,"green: ['tag', 'millionaire', 'poison', 'strike', 'point', 'club', 'plot', 'ghost', 'ninja'], black: ['fair', 'mammoth', 'fighter'], tan: ['light', 'novel', 'lead', 'cycle', 'sub', 'drop', 'lap', 'row', 'agent', 'play', 'witch', 'embassy', 'mount']"
"['poison', 'ghost']",death,"green: ['tag', 'poison', 'strike', 'point', 'club', 'ghost', 'ninja'], black: ['fair', 'mammoth', 'fighter'], tan: ['light', 'novel', 'lead', 'cycle', 'sub', 'lap', 'row', 'agent', 'play', 'witch', 'embassy', 'mount']"
"['play', 'club']",sports,"green: ['light', 'drop', 'fighter', 'play', 'embassy'], black: ['novel', 'strike', 'mammoth'], tan: ['tag', 'poison', 'fair', 'lead', 'cycle', 'sub', 'point', 'club', 'row', 'agent', 'witch', 'ninja', 'mount']"
"['boom', 'agent']",gun,"green: ['soul', 'space', 'charge', 'ninja', 'figure', 'boom', 'pass', 'agent'], black: ['life', 'comic', 'tag'], tan: ['unicorn', 'crash', 'mass', 'superhero', 'strike', 'bond', 'scientist', 'press', 'cycle', 'center', 'cold', 'genius', 'part']"
"['charge', 'center']",money,"green: ['charge', 'ninja', 'figure', 'pass'], black: ['life', 'comic', 'tag'], tan: ['unicorn', 'crash', 'mass', 'superhero', 'strike', 'bond', 'scientist', 'press', 'cycle', 'center', 'cold', 'genius', 'part']"
"['comic', 'press']",books,"green: ['unicorn', 'soul', 'crash', 'figure', 'comic', 'agent', 'center', 'cold', 'genius'], black: ['ninja', 'strike', 'tag'], tan: ['life', 'space', 'charge', 'mass', 'boom', 'superhero', 'trip', 'bond', 'pass', 'scientist', 'press', 'cycle', 'part']"
"['unicorn', 'soul']",supernatural,"green: ['unicorn', 'soul', 'crash', 'figure', 'center', 'cold', 'genius'], black: ['ninja', 'strike', 'tag'], tan: ['life', 'space', 'charge', 'mass', 'boom', 'superhero', 'trip', 'bond', 'pass', 'scientist', 'cycle', 'part']"
"['genius', 'scientist']",inteligence,"green: ['crash', 'figure', 'center', 'cold', 'genius'], black: ['ninja', 'strike', 'tag'], tan: ['life', 'space', 'charge', 'mass', 'boom', 'superhero', 'trip', 'bond', 'pass', 'scientist', 'cycle', 'part']"
"['undertaker', 'beat']",wwe,"green: ['drop', 'unicorn', 'embassy', 'date', 'undertaker', 'opera', 'spy'], black: ['pass', 'cycle', 'check'], tan: ['mammoth', 'compound', 'slip', 'beat', 'roulette', 'plot', 'green', 'disease', 'soul', 'cold', 'center', 'grace', 'angel']"
"['spell', 'cast']",sorcerer,"green: ['spell', 'angel', 'cast', 'spring', 'luck', 'fighter', 'cold', 'comic', 'scientist'], black: ['beat', 'undertaker', 'press'], tan: ['capital', 'wind', 'center', 'well', 'sound', 'club', 'bond', 'drop', 'compound', 'mass', 'mammoth', 'ghost', 'war']"
"['spring', 'wind']",seasons,"green: ['spring', 'luck', 'fighter', 'cold', 'comic'], black: ['beat', 'undertaker', 'press'], tan: ['capital', 'wind', 'center', 'well', 'sound', 'club', 'bond', 'drop', 'compound', 'mass', 'mammoth', 'ghost', 'war']"
"['ghost', 'angel']",white,"green: ['wind', 'center', 'angel', 'spring', 'club', 'compound', 'press', 'ghost', 'scientist'], black: ['drop', 'cold', 'undertaker'], tan: ['capital', 'beat', 'spell', 'well', 'sound', 'cast', 'luck', 'bond', 'fighter', 'mass', 'comic', 'mammoth', 'war']"
"['press', 'compound']",condense,"green: ['wind', 'center', 'spring', 'club', 'compound', 'press'], black: ['drop', 'cold', 'undertaker'], tan: ['capital', 'beat', 'spell', 'well', 'sound', 'cast', 'luck', 'bond', 'fighter', 'mass', 'comic', 'mammoth', 'war']"
"['center', 'luck']",middle,"green: ['play', 'luck', 'check', 'center'], black: ['witch', 'life', 'plot'], tan: ['round', 'cycle', 'pass', 'spot', 'capital', 'spell', 'sound', 'mass', 'cast', 'wind', 'unicorn', 'force']"
"['time', 'date']",clock,"green: ['time', 'trip', 'date', 'spell', 'lap', 'check', 'figure', 'cast'], black: ['wake', 'cycle', 'space'], tan: ['well', 'draft', 'agent', 'spring', 'air', 'centaur', 'mine', 'wind', 'degree', 'war', 'capital', 'state', 'crash']"
"['witch', 'alien']",costume,"green: ['soul', 'row', 'witch', 'alien', 'boom', 'novel', 'spy', 'embassy', 'club'], black: ['conductor', 'genius', 'code'], tan: ['revolution', 'death', 'match', 'mammoth', 'slip', 'part', 'draft', 'sound', 'racket', 'poison', 'disease', 'king', 'well']"
"['undertaker', 'superhero']",wrestler,"green: ['sound', 'ghost', 'row', 'mount', 'contract', 'undertaker', 'mine', 'slip', 'fair'], black: ['king', 'leprechaun', 'time'], tan: ['ray', 'beat', 'club', 'compound', 'mammoth', 'embassy', 'revolution', 'check', 'superhero', 'luck', 'racket', 'bond']"
"['slip', 'beat']",fall,"green: ['sound', 'ghost', 'row', 'mount', 'contract', 'mine', 'slip', 'fair'], black: ['king', 'leprechaun', 'time'], tan: ['ray', 'beat', 'club', 'compound', 'mammoth', 'embassy', 'revolution', 'check', 'luck', 'racket', 'bond']"
"['sound', 'mount', 'revolution']",television,"green: ['sound', 'ghost', 'row', 'mount', 'mine'], black: ['king', 'leprechaun', 'time'], tan: ['club', 'compound', 'mammoth', 'embassy', 'revolution', 'check', 'luck', 'racket', 'bond']"
"['code', 'wake']",java,"green: ['luck', 'tag', 'play', 'wake', 'date', 'part', 'code', 'field'], black: ['mass', 'charge', 'mammoth'], tan: ['centaur', 'march', 'witch', 'well', 'crash', 'spell', 'state', 'death', 'ray', 'point', 'disease', 'space']"
"['scientist', 'poison']",toxicologist,"green: ['cold', 'crash', 'centaur', 'spring', 'cover', 'poison', 'scientist'], black: ['opera', 'millionaire', 'pitch'], tan: ['check', 'compound', 'mammoth', 'angel', 'light', 'spot', 'embassy', 'press', 'pass', 'racket', 'alien', 'mass', 'spy']"
"['cold', 'spring']",water,"green: ['cold', 'crash', 'centaur', 'spring'], black: ['opera', 'millionaire', 'pitch'], tan: ['check', 'compound', 'mammoth', 'angel', 'light', 'spot', 'embassy', 'press', 'pass', 'racket', 'alien', 'mass', 'spy']"
"['space', 'alien']",planets,"green: ['angel', 'stock', 'cover', 'racket', 'alien', 'pitch', 'mass', 'space', 'spy'], black: ['millionaire', 'light', 'centaur'], tan: ['check', 'opera', 'compound', 'cold', 'mammoth', 'crash', 'spot', 'embassy', 'spring', 'press', 'pass', 'poison', 'scientist']"
"['angel', 'cover']",guardian,"green: ['angel', 'cover', 'pitch', 'mass', 'spy'], black: ['millionaire', 'light', 'centaur'], tan: ['check', 'opera', 'compound', 'cold', 'mammoth', 'crash', 'spot', 'embassy', 'spring', 'press', 'pass', 'poison', 'scientist']"
"['mine', 'beat']",map,"green: ['space', 'centaur', 'mine', 'pitch', 'spell', 'boom', 'cold'], black: ['mass', 'disease', 'mount'], tan: ['tag', 'code', 'spy', 'luck', 'lap', 'contract', 'agent', 'stock', 'part', 'roulette', 'beat', 'green', 'scientist']"
"['tag', 'mass']",paper,"green: ['mass', 'tag', 'spy', 'stock', 'part', 'beat', 'boom'], black: ['space', 'agent', 'mount'], tan: ['code', 'luck', 'mine', 'lap', 'press', 'contract', 'roulette', 'pitch', 'disease', 'spell', 'green', 'cold', 'scientist']"
"['spy', 'space']",search,"green: ['spy', 'stock', 'part', 'beat', 'boom'], black: ['space', 'agent', 'mount'], tan: ['code', 'luck', 'mine', 'lap', 'press', 'contract', 'roulette', 'pitch', 'disease', 'spell', 'green', 'cold', 'scientist']"
"['beat', 'spell', 'sound']",music,"green: ['mount', 'cold', 'press', 'draft', 'part', 'comic', 'beat', 'spell', 'sub'], black: ['fighter', 'lap', 'grace'], tan: ['alien', 'ray', 'center', 'row', 'spot', 'charge', 'roulette', 'mammoth', 'angel', 'crash', 'boom', 'sound', 'link']"
"['press', 'draft', 'center']",reporter,"green: ['mount', 'cold', 'press', 'draft', 'part', 'comic', 'sub'], black: ['fighter', 'lap', 'grace'], tan: ['alien', 'ray', 'center', 'row', 'spot', 'charge', 'roulette', 'mammoth', 'angel', 'crash', 'boom']"
"['cold', 'spot']",hot,"green: ['mount', 'cold', 'part', 'comic', 'sub'], black: ['fighter', 'lap', 'grace'], tan: ['alien', 'ray', 'row', 'spot', 'charge', 'roulette', 'mammoth', 'angel', 'crash', 'boom']"
"['sub', 'row']",subnet,"green: ['mount', 'part', 'comic', 'sub'], black: ['fighter', 'lap', 'grace'], tan: ['alien', 'ray', 'row', 'charge', 'roulette', 'mammoth', 'angel', 'crash', 'boom']"
"['millionaire', 'stock']",rich,"green: ['scientist', 'millionaire', 'cold', 'contract', 'mine', 'stock', 'sound', 'novel', 'angel'], black: ['cycle', 'switch', 'centaur'], tan: ['row', 'cover', 'time', 'club', 'fair', 'pass', 'drop', 'sub', 'tag', 'press', 'link', 'green', 'conductor']"
"['mine', 'time']",diamonds,"green: ['scientist', 'cold', 'mine', 'sound', 'novel', 'angel'], black: ['cycle', 'switch', 'centaur'], tan: ['row', 'cover', 'time', 'club', 'fair', 'pass', 'drop', 'sub', 'tag', 'press', 'link', 'green', 'conductor']"
"['scientist', 'club']",research,"green: ['scientist', 'cold', 'sound', 'novel', 'angel'], black: ['cycle', 'switch', 'centaur'], tan: ['row', 'cover', 'club', 'fair', 'pass', 'drop', 'sub', 'tag', 'press', 'link', 'green', 'conductor']"
"['sound', 'conductor']",noise,"green: ['cold', 'sound', 'novel', 'angel'], black: ['cycle', 'switch', 'centaur'], tan: ['row', 'cover', 'fair', 'pass', 'drop', 'sub', 'tag', 'press', 'link', 'green', 'conductor']"
"['cold', 'cycle']",warm,"green: ['cold', 'novel', 'angel'], black: ['cycle', 'switch', 'centaur'], tan: ['row', 'cover', 'fair', 'pass', 'drop', 'sub', 'tag', 'press', 'link', 'green']"
"['press', 'switch']",push,"green: ['switch', 'cover', 'contract', 'fair', 'mine', 'pass', 'stock', 'tag', 'press'], black: ['millionaire', 'club', 'centaur'], tan: ['row', 'scientist', 'cycle', 'cold', 'time', 'drop', 'sound', 'sub', 'novel', 'link', 'green', 'angel', 'conductor']"
"['contract', 'fair']",law,"green: ['cover', 'contract', 'fair', 'mine', 'pass', 'tag'], black: ['millionaire', 'club', 'centaur'], tan: ['row', 'scientist', 'cycle', 'cold', 'time', 'drop', 'sound', 'sub', 'novel', 'link', 'green', 'angel', 'conductor']"
"['life', 'field']",line,"green: ['figure', 'state', 'life', 'king', 'round', 'date', 'plot'], black: ['boom', 'part', 'lead'], tan: ['ninja', 'pass', 'spot', 'war', 'conductor', 'millionaire', 'luck', 'field', 'poison', 'trip', 'draft', 'sub', 'genius']"
"['figure', 'date']",number,"green: ['figure', 'state', 'date', 'plot'], black: ['boom', 'part', 'lead'], tan: ['ninja', 'pass', 'spot', 'war', 'conductor', 'millionaire', 'luck', 'poison', 'trip', 'draft', 'sub', 'genius']"
"['leprechaun', 'angel']",mythological,"green: ['leprechaun', 'day', 'fair', 'ray', 'row', 'figure', 'angel', 'boom', 'code'], black: ['draft', 'racket', 'strike'], tan: ['center', 'spy', 'roulette', 'death', 'press', 'war', 'luck', 'ninja', 'drop', 'mass', 'point', 'mammoth', 'wind']"
"['ray', 'day']",sun,"green: ['day', 'fair', 'ray', 'row', 'figure', 'boom', 'code'], black: ['draft', 'racket', 'strike'], tan: ['center', 'spy', 'roulette', 'death', 'press', 'war', 'luck', 'ninja', 'drop', 'mass', 'point', 'mammoth', 'wind']"
"['spy', 'ninja']",secret,"green: ['spy', 'fair', 'press', 'luck', 'ninja', 'mass', 'boom', 'strike'], black: ['draft', 'figure', 'mammoth'], tan: ['day', 'center', 'roulette', 'death', 'war', 'ray', 'drop', 'row', 'point', 'racket', 'wind', 'angel', 'code']"
